student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
115,10,15,M,Black,0,0,0,0,0,3.01,2.95,0.01,0,0,3,60,,2.81,3.02,2.84,3.01,,3.09,3.18,2.87,3.28,0.957,0,0.044,0.878,0,0,1,0,1,0.95,1,Low Risk,1,0.912,1.0,0.95
116,8,13,F,White,0,0,0,0,0,3.35,3.5,0.14,0,0,3,48,,3.68,2.58,3.26,3.35,3.49,3.92,3.17,,,0.878,1,0.016,0.875,0,0,0,2,1,0.95,1,Low Risk,1,0.831,,
117,11,16,M,White,1,0,1,0,0,2.86,2.52,0.5,1,0,3,64,,2.8,2.9,3.27,2.86,,2.83,2.86,2.52,2.86,0.929,0,0.009,0.72,0,0,2,0,1,0.783,1,Medium Risk,1,0.812,1.0,0.869
118,10,16,M,Black,0,0,0,0,1,2.88,3.06,-0.73,0,0,3,60,,3.48,3.19,2.92,2.88,,2.54,2.9,2.74,2.37,0.778,1,0.045,0.98,0,0,2,2,1,0.9,1,Low Risk,1,0.8,1.0,0.95
119,9,14,M,Hispanic,0,0,0,0,0,3.66,3.51,0.04,0,0,3,54,,3.76,3.77,4.0,3.66,,3.17,3.96,3.28,3.65,0.986,0,0.003,0.978,0,0,1,0,1,0.95,1,Low Risk,1,0.872,1.0,0.95
120,2,6,M,Multi-racial,0,0,0,0,1,3.78,3.93,-0.22,0,0,3,12,3.81,3.54,4.0,3.76,3.78,,,,,,0.924,0,0.007,0.906,1,0,0,0,1,0.95,1,Low Risk,1,0.95,,
121,9,13,M,Black,1,0,0,0,1,2.86,3.22,-0.88,0,0,3,54,,2.8,2.92,2.89,2.86,,2.45,3.0,3.14,2.82,0.99,0,0.028,0.927,0,0,1,2,0,0.931,1,Low Risk,1,0.875,1.0,0.95
122,2,8,F,Hispanic,0,0,0,0,0,3.31,2.89,0.59,0,0,3,12,3.4,3.15,3.32,3.38,3.31,,,,,,0.99,0,0.004,0.766,0,0,1,0,1,0.95,1,Low Risk,1,0.889,,
123,9,14,M,Multi-racial,1,1,1,0,0,1.26,1.35,-0.21,1,0,3,52,,0.89,1.38,1.35,1.26,,0.86,2.02,1.18,1.16,0.872,1,0.051,0.875,0,0,1,1,1,0.336,0,High Risk,0,0.426,0.0,0.3
124,9,14,M,Black,0,0,0,0,0,3.52,3.31,0.8,0,0,3,54,,3.5,3.25,3.31,3.52,,3.46,3.68,3.68,3.79,0.99,0,0.013,0.78,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
125,1,6,M,White,1,1,1,0,0,2.82,3.01,-0.39,0,0,2,6,3.41,2.74,2.37,2.78,2.82,,,,,,0.86,1,0.045,0.936,0,0,0,1,1,0.736,1,Medium Risk,1,0.742,,
126,6,10,M,White,0,0,0,0,0,3.74,3.67,0.4,0,0,3,36,,3.83,3.41,3.75,3.74,4.0,3.7,3.75,,,0.99,0,0.005,0.986,0,0,0,0,1,0.95,1,Low Risk,1,0.922,,
127,8,12,F,Hispanic,0,0,0,0,0,3.28,3.52,-0.64,0,0,3,48,,3.21,3.41,2.94,3.28,3.29,3.0,3.82,,,0.974,0,0.029,0.976,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
128,6,11,F,Black,1,0,1,0,0,2.15,2.54,-1.29,0,0,3,36,,1.99,2.34,2.44,2.15,2.17,2.1,1.86,,,0.99,0,0.003,0.925,0,0,2,2,1,0.865,1,Low Risk,1,0.829,,
129,8,13,F,Black,0,0,1,0,0,3.11,3.17,-0.27,0,0,3,48,,3.22,2.79,3.01,3.11,3.36,2.96,3.3,,,0.889,1,0.084,0.871,0,0,1,1,1,0.878,1,Low Risk,1,0.819,,
130,1,6,F,White,1,0,0,0,0,2.76,2.77,-0.02,0,0,2,6,2.82,3.08,2.79,2.35,2.76,,,,,,0.926,0,0.005,0.92,0,0,1,1,1,0.95,1,Low Risk,1,0.798,,
131,7,13,F,White,1,0,0,0,0,2.07,2.1,-0.1,1,0,3,40,,2.01,2.33,2.31,2.07,2.06,2.03,1.68,,,0.889,1,0.001,0.807,1,0,0,2,1,0.582,0,High Risk,1,0.536,,
132,6,12,M,Hispanic,1,0,1,0,0,1.55,1.72,-0.45,0,0,3,36,,1.78,1.63,1.61,1.55,1.26,1.35,1.68,,,0.885,1,0.067,0.87,0,0,0,2,1,0.583,0,High Risk,0,0.584,,
133,3,8,M,Hispanic,0,0,0,0,1,3.92,3.69,0.7,0,0,3,18,4.0,4.0,3.96,3.7,3.92,,,,,,0.92,0,0.011,0.849,1,0,1,1,1,0.95,1,Low Risk,1,0.95,,
134,12,17,M,Black,0,0,0,0,0,4.0,3.69,0.87,0,0,3,72,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0.722,1,0.07,0.844,1,0,0,2,1,0.95,1,Low Risk,1,0.937,1.0,0.95
135,8,13,M,Other,0,0,0,0,0,3.88,3.58,1.0,0,0,3,48,,3.91,3.54,4.0,3.88,4.0,4.0,3.82,,,0.822,1,0.032,0.74,0,0,1,0,1,0.95,1,Low Risk,1,0.916,,
136,2,6,F,Hispanic,0,1,0,0,1,3.5,3.61,-0.32,0,0,3,12,3.15,3.55,3.45,3.87,3.5,,,,,,0.969,0,0.041,0.819,0,0,0,1,1,0.95,1,Low Risk,1,0.901,,
137,4,9,M,White,1,0,1,0,0,1.41,2.29,-1.03,0,0,3,24,1.2,1.6,1.41,1.42,1.41,,,,,,0.842,1,0.013,0.869,2,0,0,2,1,0.549,0,High Risk,1,0.607,,
138,0,5,M,Black,0,1,0,0,0,3.99,3.99,0.0,0,0,1,0,4.0,4.0,3.95,4.0,3.99,,,,,,0.99,0,0.021,0.888,2,0,0,1,1,0.95,1,Low Risk,1,0.95,,
139,9,14,F,Hispanic,0,0,1,0,0,2.96,3.34,-0.56,0,0,3,54,,2.72,2.63,3.21,2.96,,2.91,3.07,3.4,2.79,0.851,1,0.125,0.854,0,0,2,0,0,0.794,1,Medium Risk,1,0.842,1.0,0.89
140,5,10,M,Hispanic,0,0,0,0,0,3.55,3.64,-0.01,0,0,3,30,3.7,3.97,3.12,3.42,3.55,,,,,,0.933,0,0.066,0.947,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
141,3,8,M,White,0,0,0,0,0,4.0,3.96,0.13,0,0,3,18,4.0,4.0,4.0,4.0,4.0,,,,,,0.873,1,0.01,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
142,3,8,F,Black,0,0,0,0,1,3.57,3.77,-0.26,0,0,3,18,3.46,3.61,3.78,3.42,3.57,,,,,,0.977,0,0.003,0.96,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
143,1,6,F,Hispanic,1,0,0,0,0,2.98,3.12,-0.27,0,0,2,6,3.42,2.86,2.5,3.16,2.98,,,,,,0.981,0,0.022,0.766,1,0,0,1,1,0.95,1,Low Risk,1,0.95,,
144,4,8,M,White,0,0,0,0,0,3.92,3.77,0.37,0,0,3,24,4.0,4.0,3.73,3.94,3.92,,,,,,0.951,0,0.008,0.981,0,0,1,2,1,0.95,1,Low Risk,1,0.939,,
145,1,6,F,Hispanic,0,1,0,0,0,3.53,2.8,1.46,0,0,2,6,3.3,3.73,4.0,3.1,3.53,,,,,,0.844,1,0.022,0.936,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
146,11,16,F,White,1,0,1,0,0,2.62,2.44,0.5,0,0,3,66,,2.56,2.47,2.52,2.62,,2.23,2.86,2.77,2.95,0.863,1,0.051,0.762,0,0,0,1,1,0.687,1,Medium Risk,1,0.715,0.0,0.749
147,5,10,F,Hispanic,0,0,0,0,0,3.61,3.83,-0.27,0,0,3,30,3.57,3.5,3.76,3.6,3.61,,,,,,0.99,0,0.03,0.862,1,0,0,1,1,0.95,1,Low Risk,1,0.919,,
148,2,8,M,White,1,0,0,0,0,2.71,2.71,-0.3,0,0,3,12,2.76,2.94,2.44,2.71,2.71,,,,,,0.911,0,0.059,0.965,1,0,0,2,1,0.945,1,Low Risk,1,0.95,,
149,2,8,F,Hispanic,0,0,0,0,0,3.49,3.27,0.58,0,0,3,12,3.34,3.52,3.81,3.29,3.49,,,,,,0.99,0,0.023,0.889,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
150,5,10,F,Black,0,0,0,1,0,3.7,3.8,-0.03,0,0,3,30,3.88,3.53,3.9,3.47,3.7,,,,,,0.93,0,0.011,0.956,0,0,0,1,0,0.95,1,Low Risk,1,0.898,,
151,11,16,M,Hispanic,0,0,1,0,0,2.69,2.83,-0.64,0,0,3,66,,3.26,2.12,2.72,2.69,,2.54,2.6,2.72,2.9,0.99,0,0.005,1.0,0,0,2,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
152,7,13,M,Hispanic,1,0,0,0,0,2.5,2.35,0.35,0,0,3,42,,2.58,2.36,2.3,2.5,2.81,2.5,2.47,,,0.68,1,0.157,0.843,0,0,1,1,1,0.674,0,Medium Risk,1,0.641,,
153,2,7,F,White,1,0,0,0,0,2.21,2.9,-1.28,0,0,3,12,2.17,2.42,2.28,1.96,2.21,,,,,,0.99,0,0.024,1.0,0,0,0,2,1,0.914,1,Low Risk,0,0.95,,
154,6,11,F,White,0,1,0,0,0,2.44,3.09,-1.04,0,0,3,36,,2.28,1.99,2.65,2.44,2.27,2.64,2.81,,,0.961,0,0.011,0.918,0,0,1,0,1,0.849,1,Low Risk,1,0.867,,
155,9,14,F,White,0,0,0,0,0,2.79,2.84,-0.4,0,0,3,54,,2.91,2.62,2.56,2.79,,2.75,2.9,2.95,2.83,0.799,1,0.005,0.888,0,0,0,2,1,0.813,1,Low Risk,1,0.813,1.0,0.892
156,10,15,M,Hispanic,1,0,0,0,0,2.75,2.75,-0.51,0,0,3,60,,2.87,3.5,3.0,2.75,,1.91,2.59,2.46,2.95,0.756,1,0.04,0.927,0,0,0,1,1,0.694,0,Medium Risk,1,0.722,0.0,0.769
157,8,13,F,Black,1,0,0,0,0,3.48,3.28,0.72,0,0,3,48,,3.54,2.96,3.39,3.48,3.64,3.33,4.0,,,0.943,0,0.002,0.757,2,0,0,0,1,0.9,1,Low Risk,1,0.898,,
158,0,5,F,White,0,0,1,0,0,3.39,3.39,0.0,0,0,1,0,3.47,3.44,3.33,3.33,3.39,,,,,,0.99,0,0.0,0.64,0,0,0,2,1,0.95,1,Low Risk,1,0.9,,
159,0,5,F,Multi-racial,0,1,0,0,0,3.98,3.98,0.0,0,0,1,0,4.0,3.93,4.0,4.0,3.98,,,,,,0.99,0,0.019,0.891,0,0,0,1,1,0.95,1,Low Risk,1,0.861,,
160,6,11,F,White,0,0,0,0,0,3.29,3.16,-0.1,0,0,3,36,,3.47,3.31,3.57,3.29,3.14,3.04,3.2,,,0.99,0,0.026,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.943,,
161,12,16,F,White,1,0,0,0,1,2.97,3.41,-0.64,0,0,3,72,,2.87,2.79,2.76,2.97,,2.92,3.75,2.96,2.77,0.882,1,0.025,0.813,1,0,0,0,1,0.745,1,Medium Risk,1,0.815,1.0,0.842
162,8,13,F,Black,1,0,1,0,0,2.88,2.77,0.45,0,0,3,48,,3.05,2.59,2.55,2.88,3.53,2.78,2.76,,,0.804,1,0.007,0.827,0,0,0,2,1,0.748,1,Medium Risk,1,0.816,,
163,2,7,M,Hispanic,0,0,1,0,1,3.14,3.67,-0.86,0,0,3,12,3.16,3.21,3.17,3.04,3.14,,,,,,0.99,0,0.022,1.0,0,0,0,1,0,0.95,1,Low Risk,1,0.95,,
164,4,9,F,Hispanic,1,0,0,0,0,3.15,2.66,0.4,0,0,3,24,3.57,2.85,3.26,2.93,3.15,,,,,,0.99,0,0.015,1.0,0,0,0,2,1,0.95,0,Low Risk,1,0.927,,
165,10,15,F,White,1,0,0,0,0,2.41,2.46,-0.25,0,0,3,60,,2.79,2.29,2.35,2.41,,2.2,1.9,2.61,2.73,0.832,1,0.059,0.875,1,0,2,0,1,0.666,1,Medium Risk,0,0.745,1.0,0.707
166,4,9,F,White,0,0,0,0,0,3.7,3.65,-0.22,0,0,3,24,4.0,3.74,3.6,3.44,3.7,,,,,,0.939,0,0.013,0.852,0,0,0,1,1,0.95,1,Low Risk,1,0.947,,
167,7,12,F,White,0,0,0,0,0,3.26,3.54,-0.33,0,0,3,42,,3.4,3.51,3.28,3.26,2.38,3.56,3.42,,,0.923,0,0.013,0.99,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
168,3,8,M,Hispanic,1,0,0,0,0,2.54,2.79,-0.48,0,0,3,18,2.72,2.36,2.35,2.75,2.54,,,,,,0.908,0,0.019,0.982,0,0,0,1,1,0.888,1,Low Risk,1,0.875,,
169,12,16,M,White,1,0,0,0,0,3.33,3.05,0.28,0,0,3,72,,3.56,2.31,3.66,3.33,,3.71,3.28,3.15,3.65,0.99,0,0.022,0.764,2,0,0,0,1,0.911,1,Low Risk,1,0.814,1.0,0.95
170,12,17,M,Hispanic,0,0,0,0,0,3.55,3.41,0.48,0,0,3,72,,3.72,3.76,3.12,3.55,,3.63,3.71,3.52,3.39,0.956,0,0.047,0.949,0,0,0,0,1,0.95,1,Low Risk,0,0.888,1.0,0.95
171,3,8,F,White,0,0,0,0,0,3.94,3.93,0.07,0,0,3,18,4.0,4.0,3.74,4.0,3.94,,,,,,0.912,0,0.015,0.964,0,0,1,1,1,0.95,1,Low Risk,1,0.939,,
172,6,11,M,Hispanic,0,1,0,0,0,2.86,2.48,0.94,0,0,3,36,,2.72,2.97,2.76,2.86,2.74,3.18,2.79,,,0.946,0,0.038,0.9,0,0,0,1,1,0.918,1,Low Risk,1,0.943,,
173,0,5,F,Hispanic,1,0,0,0,0,3.16,3.16,0.0,0,0,1,0,2.75,3.52,3.06,3.33,3.16,,,,,,0.99,0,0.023,1.0,0,0,1,0,0,0.95,1,Low Risk,1,0.877,,
174,4,9,F,White,0,0,0,0,0,3.92,3.64,0.7,0,0,3,24,4.0,3.7,4.0,4.0,3.92,,,,,,0.921,0,0.006,0.895,0,0,1,2,1,0.95,1,Low Risk,1,0.95,,
175,8,12,F,White,1,0,0,0,0,2.43,2.39,-0.25,0,0,3,48,,2.81,2.33,2.8,2.43,2.47,1.58,2.57,,,0.736,1,0.017,1.0,0,0,0,0,1,0.62,1,Medium Risk,1,0.671,,
176,1,5,F,Hispanic,1,0,0,0,0,3.0,2.66,0.67,0,0,2,6,2.65,2.84,3.55,2.97,3.0,,,,,,0.99,0,0.046,0.924,0,0,0,1,1,0.95,1,Low Risk,1,0.911,,
177,12,17,F,White,0,0,0,1,0,3.81,3.89,-0.11,0,0,3,72,,3.72,3.83,3.73,3.81,,3.53,3.87,3.99,4.0,0.895,1,0.007,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.944,1.0,0.95
178,1,6,F,White,0,0,1,0,0,3.66,3.1,1.11,0,0,2,6,3.59,3.43,3.74,3.88,3.66,,,,,,0.905,0,0.039,1.0,0,0,0,2,1,0.95,1,Low Risk,0,0.95,,
179,2,7,M,Hispanic,0,0,0,0,0,3.48,3.46,0.24,0,0,3,12,3.54,3.5,3.74,3.12,3.48,,,,,,0.967,0,0.022,0.977,0,0,0,2,1,0.95,1,Low Risk,1,0.922,,
180,7,12,M,White,1,1,0,0,0,1.96,2.14,0.09,0,0,3,42,,1.59,2.0,1.54,1.96,2.18,2.0,2.44,,,0.846,1,0.025,0.92,0,0,0,1,1,0.553,1,High Risk,0,0.594,,
181,5,9,F,Multi-racial,0,0,0,0,0,3.81,3.46,0.99,0,0,3,30,4.0,3.89,3.36,4.0,3.81,,,,,,0.947,0,0.017,0.862,2,1,0,2,0,0.95,1,Low Risk,1,0.95,,
182,5,10,M,Hispanic,1,1,0,0,0,2.51,2.75,-0.55,0,0,3,30,2.23,2.32,2.78,2.7,2.51,,,,,,0.958,0,0.007,0.764,0,0,0,2,1,0.859,1,Low Risk,1,0.843,,
183,12,18,F,Black,1,0,0,0,0,2.34,2.65,-0.55,0,0,3,72,,2.41,2.12,2.4,2.34,,2.47,2.79,1.99,2.18,0.768,1,0.056,0.832,0,0,2,1,1,0.736,1,Medium Risk,0,0.726,1.0,0.77
184,10,15,F,White,0,0,0,0,0,4.0,3.74,0.41,0,0,3,60,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0.99,0,0.007,0.83,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
185,6,11,M,White,1,0,1,0,1,2.42,2.47,-0.2,0,0,3,36,,2.45,2.42,1.97,2.42,2.38,2.28,3.0,,,0.776,1,0.029,0.706,1,0,1,1,1,0.651,1,Medium Risk,0,0.584,,
186,10,15,F,White,1,0,1,0,0,2.63,2.38,0.37,0,0,3,60,,2.77,2.46,2.89,2.63,,2.37,2.88,2.45,2.56,0.979,0,0.001,0.744,0,0,0,0,1,0.763,1,Medium Risk,1,0.788,1.0,0.826
187,9,14,M,White,0,0,0,1,0,3.44,3.39,-0.18,0,0,3,54,,3.84,3.39,3.07,3.44,,3.51,3.08,3.59,3.59,0.842,1,0.082,0.872,2,0,0,0,1,0.804,0,Low Risk,1,0.791,1.0,0.948
188,10,15,F,Asian,0,0,0,0,0,3.59,3.18,0.89,0,0,3,60,,3.25,3.62,3.65,3.59,,3.58,3.81,3.74,3.51,0.756,1,0.057,0.846,1,1,0,1,1,0.88,1,Low Risk,1,0.892,1.0,0.95
189,4,9,M,White,0,0,1,0,1,3.86,3.88,-0.08,0,0,3,24,4.0,3.99,3.73,3.7,3.86,,,,,,0.916,0,0.027,0.814,0,0,0,1,1,0.95,1,Low Risk,1,0.943,,
190,5,10,M,White,0,0,0,0,0,3.71,3.54,0.46,0,0,3,30,3.62,4.0,3.21,4.0,3.71,,,,,,0.967,0,0.012,0.946,0,0,0,2,1,0.95,1,Low Risk,1,0.862,,
191,1,5,F,White,0,1,0,0,1,3.79,3.6,0.38,0,0,2,6,3.94,3.76,3.45,4.0,3.79,,,,,,0.884,1,0.012,0.869,1,0,1,1,1,0.95,1,Low Risk,0,0.928,,
192,2,7,M,White,0,0,0,0,1,3.85,3.78,-0.13,0,0,3,12,3.73,4.0,3.68,4.0,3.85,,,,,,0.876,1,0.045,0.997,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
193,10,15,M,Hispanic,1,0,0,0,0,2.83,2.58,0.99,0,0,3,60,,2.83,2.92,3.13,2.83,,2.53,2.94,2.73,2.7,0.82,1,0.102,0.9,1,0,1,2,1,0.775,1,Medium Risk,1,0.774,1.0,0.859
194,2,7,M,Black,1,0,0,0,0,2.11,2.94,-1.29,0,0,3,12,1.94,2.11,1.98,2.43,2.11,,,,,,0.977,0,0.002,0.809,0,0,0,2,1,0.895,1,Low Risk,1,0.86,,
195,0,5,F,White,1,0,0,0,1,3.86,3.86,0.0,0,0,1,0,3.44,4.0,4.0,4.0,3.86,,,,,,0.818,1,0.046,0.752,1,0,0,0,1,0.929,1,Low Risk,1,0.95,,
196,10,16,M,White,1,0,0,0,0,1.87,2.67,-1.01,2,0,3,56,,2.07,1.95,1.49,1.87,,1.51,1.99,1.86,2.24,0.929,0,0.062,0.892,0,0,0,2,1,0.594,1,High Risk,0,0.596,0.0,0.581
197,1,6,F,Hispanic,0,0,0,0,0,4.0,3.8,0.41,0,0,2,6,4.0,4.0,4.0,4.0,4.0,,,,,,0.861,1,0.025,0.945,1,0,0,0,0,0.95,1,Low Risk,1,0.95,,
198,12,17,M,Hispanic,0,0,0,0,0,3.8,3.36,1.26,0,0,3,72,,3.8,4.0,3.58,3.8,,3.87,3.72,3.98,3.62,0.978,0,0.016,0.962,0,0,1,1,1,0.95,1,Low Risk,0,0.95,1.0,0.95
199,5,10,F,Asian,1,0,0,0,0,3.9,3.32,1.06,0,0,3,30,4.0,4.0,4.0,3.61,3.9,,,,,,0.984,0,0.011,0.716,1,0,0,0,0,0.95,1,Low Risk,1,0.937,,
200,9,14,F,White,0,0,0,0,0,2.73,2.55,0.35,0,0,3,54,,3.27,2.55,2.84,2.73,,2.52,2.48,2.44,3.01,0.938,0,0.017,0.935,0,0,0,1,1,0.906,1,Low Risk,1,0.95,1.0,0.95
201,12,17,M,White,0,0,0,0,0,3.54,3.51,0.33,0,0,3,72,,3.74,3.44,3.15,3.54,,3.79,3.86,3.26,3.56,0.94,0,0.051,0.966,0,0,0,0,1,0.95,1,Low Risk,0,0.937,1.0,0.95
202,1,6,F,White,0,0,1,0,0,3.26,3.63,-0.74,0,0,2,6,2.99,3.4,3.48,3.18,3.26,,,,,,0.873,1,0.001,0.926,0,0,0,1,1,0.946,1,Low Risk,1,0.95,,
203,7,12,M,White,1,0,0,0,0,2.29,2.29,0.24,0,0,3,42,,2.1,1.95,2.81,2.29,2.45,2.33,2.12,,,0.876,1,0.114,0.91,1,0,0,0,0,0.611,0,Medium Risk,0,0.645,,
204,12,17,M,Multi-racial,1,0,0,0,0,3.48,3.27,0.98,0,0,3,72,,3.46,3.94,3.34,3.48,,3.21,3.74,3.29,3.35,0.941,0,0.017,0.945,0,0,0,1,1,0.95,1,Low Risk,0,0.95,1.0,0.95
205,1,6,F,White,0,0,0,0,1,3.97,3.76,0.41,0,0,2,6,4.0,4.0,4.0,3.89,3.97,,,,,,0.883,1,0.027,0.947,0,0,0,0,1,0.95,1,Low Risk,1,0.936,,
206,2,7,M,Black,1,0,0,0,0,3.54,3.1,0.7,0,0,3,12,3.27,4.0,3.28,3.6,3.54,,,,,,0.799,1,0.05,1.0,0,0,0,1,1,0.916,1,Low Risk,1,0.941,,
207,11,16,F,White,1,0,0,0,0,3.48,2.52,1.1,0,0,3,66,,3.26,4.0,3.76,3.48,,3.43,3.5,3.27,3.17,0.947,0,0.002,0.819,0,0,1,1,1,0.95,1,Low Risk,0,0.9,1.0,0.95
208,6,12,F,White,0,0,0,0,0,3.01,2.91,0.4,0,0,3,36,,2.76,2.73,3.1,3.01,2.99,3.17,3.29,,,0.938,0,0.033,0.882,0,0,1,1,1,0.95,1,Low Risk,1,0.942,,
209,5,10,F,Hispanic,1,0,0,0,0,3.88,3.46,1.12,0,0,3,30,4.0,3.91,3.87,3.74,3.88,,,,,,0.804,1,0.004,0.846,0,0,0,0,0,0.898,1,Low Risk,1,0.949,,
210,11,16,F,White,0,0,0,0,1,3.99,3.95,0.11,0,0,3,66,,4.0,4.0,3.94,3.99,,4.0,4.0,4.0,4.0,0.81,1,0.04,0.818,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
211,1,6,F,White,1,0,0,0,0,2.9,2.88,0.04,0,0,2,6,2.43,3.1,2.92,3.16,2.9,,,,,,0.942,0,0.052,0.886,1,1,1,1,1,0.95,1,Low Risk,1,0.95,,
212,9,14,M,Black,0,0,0,1,0,2.88,3.4,-1.12,0,0,3,54,,3.31,2.82,2.96,2.88,,2.29,2.92,3.03,2.82,0.99,0,0.002,0.75,1,0,0,0,1,0.884,1,Low Risk,1,0.874,1.0,0.95
213,3,8,M,Black,1,0,0,0,0,2.35,2.53,0.61,0,0,3,18,2.13,2.46,2.61,2.21,2.35,,,,,,0.956,0,0.011,1.0,0,0,0,1,1,0.874,1,Low Risk,1,0.849,,
214,7,12,M,Hispanic,0,0,0,0,0,3.51,3.49,0.55,0,0,3,42,,3.81,3.51,3.41,3.51,3.42,3.4,3.49,,,0.99,0,0.043,0.755,0,0,0,0,1,0.95,1,Low Risk,1,0.942,,
215,7,12,F,White,1,0,0,0,0,2.62,3.01,-0.7,0,0,3,42,,2.92,2.57,2.14,2.62,2.73,2.68,2.68,,,0.819,1,0.0,1.0,0,0,2,2,1,0.804,1,Low Risk,0,0.735,,
216,10,15,F,Hispanic,0,0,0,0,0,2.86,3.42,-1.09,0,0,3,60,,3.08,2.69,2.55,2.86,,3.07,2.81,2.77,3.04,0.877,1,0.106,0.687,0,0,0,1,1,0.827,1,Low Risk,0,0.895,1.0,0.913
217,9,14,M,White,0,0,0,0,0,3.66,3.61,0.12,0,0,3,54,,3.56,3.67,4.0,3.66,,3.9,3.31,4.0,3.16,0.951,0,0.039,0.936,2,0,0,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
218,9,15,F,Hispanic,0,0,0,0,0,2.1,2.79,-0.89,0,0,3,54,,2.04,2.14,2.45,2.1,,1.97,1.84,2.04,2.22,0.935,0,0.029,1.0,0,0,1,0,1,0.8,0,Low Risk,0,0.698,1.0,0.81
219,10,15,F,Hispanic,0,0,0,0,0,3.51,3.25,0.59,0,0,3,60,,3.41,3.99,3.62,3.51,,3.82,3.28,3.24,3.19,0.876,1,0.067,1.0,0,0,2,1,1,0.95,1,Low Risk,1,0.923,1.0,0.95
220,10,15,F,White,1,0,0,0,0,3.42,3.08,-0.22,0,0,3,60,,3.75,3.56,3.42,3.42,,2.9,3.56,3.38,3.36,0.8,1,0.011,0.803,1,1,3,1,1,0.878,1,Low Risk,1,0.95,1.0,0.95
221,2,7,M,Hispanic,0,0,0,0,0,3.74,3.91,-0.24,0,0,3,12,3.61,3.34,4.0,4.0,3.74,,,,,,0.925,0,0.024,0.765,0,0,1,0,1,0.95,1,Low Risk,1,0.946,,
222,8,13,M,Hispanic,0,0,0,1,0,3.47,3.82,-0.52,0,0,3,48,,3.64,3.38,3.65,3.47,3.75,3.32,3.08,,,0.973,0,0.002,0.866,0,0,0,0,1,0.95,1,Low Risk,1,0.886,,
223,0,5,M,White,1,0,0,0,0,3.2,3.2,0.0,0,0,1,0,2.94,2.8,3.56,3.5,3.2,,,,,,0.99,0,0.01,0.901,0,0,1,1,1,0.95,1,Low Risk,1,0.912,,
224,9,13,M,White,0,1,0,0,0,3.57,3.13,0.76,0,0,3,54,,3.5,3.44,3.72,3.57,,3.55,3.06,3.79,3.96,0.955,0,0.033,1.0,0,0,1,0,1,0.95,1,Low Risk,1,0.907,1.0,0.95
225,4,9,M,Hispanic,1,0,1,0,0,3.17,3.2,-0.62,0,0,3,24,3.24,3.03,3.15,3.25,3.17,,,,,,0.79,1,0.047,0.794,1,1,0,1,1,0.777,0,Medium Risk,1,0.731,,
226,3,8,F,White,1,0,0,0,1,3.9,3.11,1.85,0,0,3,18,4.0,3.87,4.0,3.73,3.9,,,,,,0.973,0,0.061,0.831,0,0,0,2,1,0.95,1,Low Risk,1,0.944,,
227,7,12,M,White,0,0,0,0,0,3.94,3.41,0.66,0,0,3,42,,4.0,3.95,4.0,3.94,3.72,4.0,4.0,,,0.99,0,0.001,0.917,0,0,1,1,1,0.95,1,Low Risk,1,0.937,,
228,1,6,F,White,1,0,0,0,0,2.45,2.26,0.38,0,0,2,6,2.09,2.52,2.51,2.68,2.45,,,,,,0.889,1,0.025,0.817,0,0,0,2,1,0.829,1,Low Risk,1,0.825,,
229,1,7,F,Hispanic,0,0,0,0,0,3.19,3.06,0.27,0,0,2,6,3.39,3.49,3.15,2.71,3.19,,,,,,0.99,0,0.001,0.966,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
230,5,10,M,White,1,0,0,0,0,3.9,3.07,1.1,0,0,3,30,3.82,4.0,4.0,3.78,3.9,,,,,,0.775,1,0.023,0.81,0,0,0,1,1,0.933,1,Low Risk,1,0.95,,
